Date,Original Dynamic SPY/TLT,Enhanced Dynamic SPY/TLT/GLD,Static 60/40,Equal Weight 1/3,Buy and Hold SPY
2011-01-31,0.007066594913015499,-0.012002272225858498,0.0016553425626174342,-0.02376981362254789,0.023300351964209653
2011-02-28,0.02418468284033664,0.029146982520627827,0.0274166709674446,0.03704158812885457,0.034736872536732966
2011-03-31,0.0001158010601173141,0.004768589597675538,0.00018137730260054893,0.005450568909665697,0.00012046975694635087
2011-04-29,0.02524050667840576,0.04421741452519313,0.026732956460416697,0.04725920611613529,0.02896122595203754
2011-05-31,0.013581722308969849,0.012212791267894197,0.006960245382223032,0.0016722649886702918,-0.011214219211036602
2011-06-30,-0.021182495162971843,-0.02226599671992671,-0.01943596241319599,-0.021496966288019326,-0.016869688295357954
2011-07-29,0.02790577629649289,0.04953869986553412,0.005652664707034638,0.036103479910219685,-0.020004740385085373
2011-08-31,0.043373749272316325,0.09294975547896639,0.005653877171400255,0.054780080670475614,-0.05497574606198141
2011-09-30,0.09153120675820908,0.050817762927674204,0.011099864639297394,-0.0160635775745033,-0.06942059734432204
2011-10-31,-0.0015919227226821302,0.012624616598859332,0.050075412714410496,0.04308836844875161,0.1091469678353667
2011-11-30,0.012659971805705925,0.013046535288595366,0.00545081324733748,0.010781272398025118,-0.004063662341617924
2011-12-30,0.03055876285200532,-0.031730318138171586,0.0200371413257724,-0.020585516458403456,0.010448352777032044
2012-01-31,0.011297368035669475,0.04158189235655272,0.02649395113716244,0.052284986582844625,0.046374498248283436
2012-02-29,0.015075654538840938,0.00419852157735985,0.015631803668148866,-0.004110647840267909,0.04340529472141186
2012-03-30,0.0060131039539446365,0.005714991732453992,0.002321297717483625,-0.007833480556039902,0.032163942095025044
2012-04-30,0.012547180369378309,0.010149483932925099,0.015296127447397563,0.01336882349326953,-0.006675633629059319
2012-05-31,0.014823684033841064,0.007139826992508884,4.2023014153694195e-05,-0.011083795879060667,-0.06005568051405119
2012-06-29,0.014593638809892995,0.01460069940875361,0.01756370283164222,0.015713289949075157,0.040581212829224445
2012-07-31,0.027307690736785847,0.025817866541257093,0.022339785419691654,0.019438415762323167,0.011829183237964003
2012-08-31,0.003907407285328599,0.0070360749277604655,0.009743586116942414,0.020407657391607617,0.025052600654562385
2012-09-28,0.004798165089705308,0.0047953101709514575,0.00506113265184969,0.015554159384904061,0.02535110922700956
2012-10-31,-0.012311354482362962,-0.014203172733559971,-0.012879271438512547,-0.0175188132357878,-0.01819840386586713
2012-11-30,0.008322632748016045,0.00813246222697313,0.008026201338163832,0.0041835827111505386,0.005659657920384031
2012-12-31,-0.009858953023003474,-0.00982858286644806,-0.004592914293004138,-0.013409999444556626,0.00893464682761591
2013-01-31,0.00958578241336542,0.009333987579172393,0.017956929802897374,0.004743777124647086,0.05119064256593853
2013-02-28,0.012450762219196165,0.006102676288149302,0.012570480973348236,-0.008605293956076124,0.012758169968110078
2013-03-28,0.014480047818854487,0.015168058841249967,0.021104932846498333,0.014389607464880815,0.03797146893894454
2013-04-30,0.03146941449567376,0.02682644564044384,0.030247159814245365,-0.0032027157094985264,0.0192120590285918
2013-05-31,-0.026747944779800237,-0.02637260232175494,-0.012891133548354593,-0.03537787804160938,0.023609604481666047
2013-06-28,-0.022213703751573475,-0.022213976970135933,-0.021136005085232216,-0.05225588359265688,-0.013344119384307906
2013-07-31,0.018251713371201742,0.018251713371201735,0.021964827395490806,0.03442509805049453,0.05167678500991335
2013-08-30,-0.024350122006496066,-0.024350122006496066,-0.023391694263322212,0.002847055550828439,-0.029992032933840007
2013-09-30,0.021502786862607197,0.018777241889363496,0.021586899554933026,-0.0032573538331559845,0.031646535595510006
